"Артикул";"Ozon Product ID";"SKU";"Штрихкод (Серийный номер / EAN)";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"802950N10N-1 157 52";"1002668336";"1531460769";"04680351552777";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"6";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 54";"1002668342";"1531460852";"04680351552623";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'50";"NortFolk";"Готов к продаже";;"3";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 56";"1002668344";"1531461011";"04680351552791";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 50";"1002668345";"1531460940";"04680351552760";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"6";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 52";"1002668346";"1531460853";"04680351552616";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'50";"NortFolk";"Готов к продаже";;"1";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 44";"1002668347";"1531460983";"04680351552654";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.50";;"2024-04-06 13:40:28";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 50";"1002668352";"1531461113";"04680351552685";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"6";"'4.50";;"2024-04-06 13:40:31";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1  100 48";"1002668353";"1531460964";;"Куртка NortFolk черный 48 48";"'50";"NortFolk";"Готов к продаже";;"0";"'0.00";;"2024-04-06 13:40:31";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 44";"1002668354";"1531461018";"04680351552739";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:31";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 58";"1002668357";"1531460969";"04680351552807";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'0.00";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 56";"1002668359";"1531460976";"04680351552715";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.50";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 46";"1002668360";"1531460921";"04680351552746";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 52";"1002668362";"1531460885";"04680351552692";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"4";"'4.50";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 48";"1002668365";"1531460949";"04680351552753";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"4";"'4.50";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 48";"1002668366";"1531461129";"04680351552678";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"1";"'4.50";;"2024-04-06 13:40:32";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 58";"1002668369";"1531460780";"04680351552722";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:33";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 56";"1002668372";"1531460992";"04680351552630";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'50";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:33";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 157 54";"1002668374";"1531461101";"04680351552784";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.50";;"2024-04-06 13:40:34";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 54";"1002668375";"1531460993";"04680351552708";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.50";;"2024-04-06 13:40:34";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 255 46";"1002668379";"1531460967";"04680351552661";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:36";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 50";"1002668380";"1531460950";"04680351552609";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'50";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:36";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 46";"1002668384";"1531461177";;"Куртка NortFolk черный 46 46";"'50";"NortFolk";"Готов к продаже";;"0";"'0.00";;"2024-04-06 13:40:36";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 44";"1002668393";"1531461257";;"Куртка NortFolk черный 44 44";"'50";"NortFolk";"Готов к продаже";;"0";"'0.00";;"2024-04-06 13:40:36";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"802950N10N-1 100 58";"1002668396";"1531461180";"04680351552647";"Куртка женская демисезонная стеганая удлиненная NortFolk";"'50";"NortFolk";"Готов к продаже";;"2";"'4.50";;"2024-04-06 13:40:37";"Одежда";"Куртка";"'17.55";"'3.5";"0";"0";"0";"0";"0";"13150,00";"25900,00";;"5%";;
"780951N11NJ 90 54";"1002871335";"1533485976";"04610279088072";"Жилет утепленный NortFolk";"'65";"NortFolk";"Продается";;"11";"'4.90";;"2024-04-06 15:43:10";"Одежда";"Жилет";"'10.50";"'2.1";"1";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 90 60";"1002871349";"1533504770";"04610279088102";"Жилет утепленный NortFolk";"'65";"NortFolk";"Готов к продаже";;"8";"'4.90";;"2024-04-06 15:43:12";"Одежда";"Жилет";"'39.15";"'7.8";"0";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 99 58";"1002871364";"1533504998";"04610279088171";"Жилет утепленный NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"6";"'4.90";;"2024-04-06 15:43:12";"Одежда";"Жилет";"'33.97";"'6.8";"0";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 90 58";"1002871369";"1533457389";"04610279088096";"Жилет утепленный NortFolk";"'83";"NortFolk";"Продается";;"1";"'5.00";;"2024-04-06 15:43:14";"Одежда";"Жилет";"'10.50";"'2.1";"6";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 99 54";"1002871376";"1533480148";"04610279088157";"Жилет утепленный NortFolk";"'69.5";"NortFolk";"Продается";;"4";"'4.50";;"2024-04-06 15:43:16";"Одежда";"Жилет";"'10.50";"'2.1";"8";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 99 52";"1002871388";"1533493726";"04610279088140";"Жилет утепленный NortFolk";"'87.5";"NortFolk";"Продается";;"6";"'4.60";;"2024-04-06 15:43:18";"Одежда";"Жилет";"'10.50";"'2.1";"7";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 90 56";"1002871398";"1533504954";"04610279088089";"Жилет утепленный NortFolk";"'83";"NortFolk";"Продается";;"10";"'4.90";;"2024-04-06 15:43:18";"Одежда";"Жилет";"'10.50";"'2.1";"5";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 99 60";"1002871399";"1533472584";"04610279088188";"Жилет утепленный NortFolk";"'69.5";"NortFolk";"Продается";;"8";"'4.90";;"2024-04-06 15:43:18";"Одежда";"Жилет";"'40.37";"'8.1";"1";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 206 60";"1002871420";"1533502680";"04610279088256";"Жилет утепленный NortFolk";"'65";"NortFolk";"Продается";;"6";"'4.90";;"2024-04-06 15:43:20";"Одежда";"Жилет";"'28.36";"'5.7";"1";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 99 56";"1002871424";"1533457404";"04610279088164";"Жилет утепленный NortFolk";"'87.5";"NortFolk";"Продается";;"9";"'4.90";;"2024-04-06 15:43:20";"Одежда";"Жилет";"'34.34";"'6.9";"4";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 99 48";"1002871430";"1533472864";"04610279088126";"Жилет утепленный NortFolk";"'69.5";"NortFolk";"Продается";;"0";"'4.90";;"2024-04-06 15:43:22";"Одежда";"Жилет";"'10.50";"'2.1";"4";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 90 48";"1002871435";"1533407390";"04610279088041";"Жилет утепленный NortFolk";"'83";"NortFolk";"Продается";;"4";"'4.90";;"2024-04-06 15:43:22";"Одежда";"Жилет";"'22.16";"'4.4";"5";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 90 52";"1002871443";"1533502823";"04610279088065";"Жилет утепленный NortFolk";"'65";"NortFolk";"Готов к продаже";;"10";"'4.90";;"2024-04-06 15:43:23";"Одежда";"Жилет";"'10.50";"'2.1";"0";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 90 50";"1002871461";"1533480098";"04610279088058";"Жилет утепленный NortFolk";"'65";"NortFolk";"Готов к продаже";;"10";"'4.90";;"2024-04-06 15:43:26";"Одежда";"Жилет";"'25.32";"'5.1";"0";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"031820N11CJ 3-2 54";"1016400324";"1543031042";"04610279152483";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Готов к продаже";;"4";"'5.00";;"2024-04-12 08:44:39";"Одежда";"Жилет";"'17.48";"'3.5";"0";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 71 50";"1016400376";"1543030266";"04610279152308";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"8";"'5.00";;"2024-04-12 08:44:40";"Одежда";"Жилет";"'17.48";"'3.5";"5";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 3-2 52";"1016400398";"1543030012";"04610279152476";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"3";"'5.00";;"2024-04-12 08:44:40";"Одежда";"Жилет";"'17.48";"'3.5";"2";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 71 54";"1016400462";"1543030320";"04610279152322";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Готов к продаже";;"7";"'5.00";;"2024-04-12 08:44:40";"Одежда";"Жилет";"'17.48";"'3.5";"0";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 3-2 50";"1016400488";"1543030311";"04610279152469";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Готов к продаже";;"8";"'5.00";;"2024-04-12 08:44:41";"Одежда";"Жилет";"'17.48";"'3.5";"0";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 102 54";"1016400532";"1543030643";"04610279152407";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Готов к продаже";;"3";"'4.80";;"2024-04-12 08:44:41";"Одежда";"Жилет";"'17.48";"'3.5";"0";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 102 52";"1016400553";"1543030488";"04610279152391";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"3";"'4.80";;"2024-04-12 08:44:41";"Одежда";"Жилет";"'17.48";"'3.5";"1";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 102 48";"1016400565";"1543030315";"04610279152377";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"0";"'4.80";;"2024-04-12 08:44:41";"Одежда";"Жилет";"'17.48";"'3.5";"2";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 102 50";"1016400589";"1543030653";"04610279152384";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"4";"'4.80";;"2024-04-12 08:44:41";"Одежда";"Жилет";"'17.48";"'3.5";"6";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 71 52";"1016400685";"1543030251";"04610279152315";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"6";"'5.00";;"2024-04-12 08:44:42";"Одежда";"Жилет";"'17.48";"'3.5";"4";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"011820N10C-1 99 48";"1016479684";"1543084270";"04610279149414";"Куртка City Classic темно-синий 48 48";"'54.5";"City Classic";"Готов к продаже";;"2";"'5.00";;"2024-04-12 09:12:47";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"12700,00";"19800,00";;"5%";;
